i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.27,,,,,,,,,,,,,,,,,,
2,0.27,1.25,,,,,,,,,,,,,,,,,
3,0.27,1.25,2.22,,,,,,,,,,,,,,,,
4,0.27,1.25,2.22,3.19,,,,,,,,,,,,,,,
5,0.27,1.25,2.22,3.19,4.17,,,,,,,,,,,,,,
6,0.27,1.25,2.22,3.19,4.17,5.16,,,,,,,,,,,,,
7,0.27,1.25,2.22,3.19,4.17,5.16,6.14,,,,,,,,,,,,
8,0.27,1.25,2.22,3.19,4.17,5.16,6.14,7.12,,,,,,,,,,,
9,0.27,1.25,2.22,3.19,4.17,5.16,6.14,7.12,8.11,,,,,,,,,,
10,0.27,1.25,2.22,3.19,4.17,5.16,6.14,7.12,8.11,9.09,,,,,,,,,
11,0.27,1.25,2.22,3.19,4.17,5.16,6.14,7.12,8.11,9.09,10.07,,,,,,,,
12,0.27,1.25,2.22,3.19,4.17,5.16,6.14,7.12,8.11,9.09,10.07,11.06,,,,,,,
13,0.27,1.25,2.22,3.19,4.17,5.16,6.14,7.12,8.11,9.09,10.07,11.06,12.05,,,,,,
14,0.27,1.25,2.22,3.19,4.17,5.16,6.14,7.12,8.11,9.09,10.07,11.06,12.05,13.09,,,,,
15,0.27,1.25,2.22,3.19,4.17,5.16,6.14,7.12,8.11,9.09,10.07,11.06,12.05,13.09,14.66,,,,
16,0.27,1.25,2.22,3.19,4.17,5.16,6.14,7.12,8.11,9.09,10.07,11.06,12.05,13.06,14.66,14.69,,,
17,0.27,1.25,2.22,3.19,4.17,5.16,6.13,7.12,8.11,9.09,10.07,11.06,12.05,13.04,14.58,14.69,15.60,,
18,0.27,1.24,2.21,3.19,4.16,5.14,6.12,7.11,8.09,9.07,10.06,11.04,12.03,13.04,14.49,14.69,15.60,16.60,
19,0.21,1.15,2.10,3.06,4.03,5.00,5.96,6.93,7.92,8.89,9.87,10.85,11.82,12.81,13.83,14.69,15.60,16.60,17.50
