i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.21,,,,,,,,,,,,,,,,,,
2,0.21,0.79,,,,,,,,,,,,,,,,,
3,0.21,0.79,1.46,,,,,,,,,,,,,,,,
4,0.21,0.79,1.46,2.19,,,,,,,,,,,,,,,
5,0.21,0.79,1.46,2.19,2.95,,,,,,,,,,,,,,
6,0.21,0.79,1.46,2.19,2.95,3.73,,,,,,,,,,,,,
7,0.21,0.79,1.46,2.19,2.95,3.73,4.53,,,,,,,,,,,,
8,0.21,0.79,1.46,2.19,2.95,3.73,4.53,5.34,,,,,,,,,,,
9,0.21,0.79,1.46,2.19,2.95,3.73,4.53,5.34,6.16,,,,,,,,,,
10,0.21,0.79,1.46,2.19,2.95,3.73,4.53,5.34,6.16,6.99,,,,,,,,,
11,0.21,0.79,1.46,2.19,2.95,3.73,4.53,5.34,6.16,6.99,7.83,,,,,,,,
12,0.21,0.79,1.46,2.19,2.95,3.73,4.53,5.34,6.16,6.99,7.83,8.67,,,,,,,
13,0.21,0.79,1.46,2.19,2.95,3.73,4.53,5.34,6.16,6.99,7.83,8.67,9.52,,,,,,
14,0.21,0.79,1.46,2.19,2.95,3.73,4.53,5.34,6.16,6.99,7.83,8.67,9.52,10.38,,,,,
15,0.21,0.78,1.46,2.19,2.95,3.73,4.52,5.34,6.16,6.99,7.82,8.67,9.52,10.38,11.24,,,,
16,0.21,0.78,1.46,2.18,2.94,3.72,4.52,5.32,6.15,6.98,7.81,8.66,9.51,10.36,11.22,12.09,,,
17,0.20,0.76,1.44,2.16,2.91,3.69,4.48,5.29,6.11,6.94,7.77,8.62,9.47,10.32,11.18,12.04,12.91,,
18,0.18,0.71,1.37,2.08,2.82,3.59,4.37,5.18,5.99,6.81,7.64,8.48,9.33,10.18,11.03,11.89,12.76,13.62,
19,0.11,0.56,1.15,1.81,2.52,3.25,4.01,4.78,5.57,6.37,7.19,8.01,8.83,9.67,10.51,11.35,12.20,13.06,13.91
