i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.13,,,,,,,,,,,,,,,,,,
2,0.13,0.72,,,,,,,,,,,,,,,,,
3,0.13,0.72,1.44,,,,,,,,,,,,,,,,
4,0.13,0.72,1.44,2.21,,,,,,,,,,,,,,,
5,0.13,0.72,1.44,2.21,3.00,,,,,,,,,,,,,,
6,0.13,0.72,1.44,2.21,3.00,3.81,,,,,,,,,,,,,
7,0.13,0.72,1.44,2.21,3.00,3.81,4.64,,,,,,,,,,,,
8,0.13,0.72,1.44,2.21,3.00,3.81,4.64,5.48,,,,,,,,,,,
9,0.13,0.72,1.44,2.21,3.00,3.81,4.64,5.48,6.32,,,,,,,,,,
10,0.13,0.72,1.44,2.21,3.00,3.81,4.64,5.48,6.32,7.18,,,,,,,,,
11,0.13,0.72,1.44,2.21,3.00,3.81,4.64,5.48,6.32,7.18,8.05,,,,,,,,
12,0.13,0.72,1.44,2.21,3.00,3.81,4.64,5.48,6.32,7.18,8.04,8.91,,,,,,,
13,0.13,0.72,1.44,2.21,3.00,3.81,4.64,5.48,6.32,7.18,8.04,8.91,9.79,,,,,,
14,0.13,0.72,1.44,2.20,3.00,3.81,4.64,5.48,6.32,7.18,8.04,8.91,9.79,10.67,,,,,
15,0.13,0.72,1.44,2.20,3.00,3.81,4.63,5.47,6.32,7.18,8.04,8.91,9.79,10.67,11.55,,,,
16,0.13,0.72,1.44,2.20,2.99,3.80,4.63,5.47,6.32,7.17,8.04,8.91,9.78,10.66,11.54,12.43,,,
17,0.13,0.71,1.43,2.19,2.98,3.79,4.61,5.45,6.30,7.15,8.01,8.88,9.76,10.64,11.52,12.40,13.29,,
18,0.11,0.68,1.38,2.13,2.92,3.72,4.54,5.37,6.22,7.07,7.93,8.80,9.67,10.54,11.42,12.31,13.19,14.08,
19,0.07,0.57,1.22,1.93,2.69,3.47,4.27,5.08,5.91,6.75,7.59,8.44,9.30,10.16,11.03,11.91,12.78,13.66,14.55
