i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,2.08,,,,,,,,,,,,,,,,,,,
2,1.97,2.11,,,,,,,,,,,,,,,,,,
3,1.86,1.99,2.14,,,,,,,,,,,,,,,,,
4,1.74,1.88,2.02,2.16,,,,,,,,,,,,,,,,
5,1.63,1.77,1.91,2.04,2.17,,,,,,,,,,,,,,,
6,1.52,1.66,1.80,1.93,2.06,2.19,,,,,,,,,,,,,,
7,1.41,1.55,1.69,1.82,1.95,2.08,2.20,,,,,,,,,,,,,
8,1.29,1.43,1.57,1.71,1.84,1.96,2.09,2.21,,,,,,,,,,,,
9,1.18,1.32,1.46,1.60,1.72,1.85,1.98,2.10,2.22,,,,,,,,,,,
10,1.07,1.21,1.35,1.48,1.61,1.74,1.86,1.99,2.11,2.23,,,,,,,,,,
11,0.96,1.10,1.24,1.37,1.50,1.63,1.75,1.87,1.99,2.11,2.23,,,,,,,,,
12,0.85,0.98,1.12,1.26,1.39,1.51,1.64,1.76,1.88,2.00,2.12,2.24,,,,,,,,
13,0.73,0.87,1.01,1.15,1.28,1.40,1.53,1.65,1.77,1.89,2.01,2.12,2.24,,,,,,,
14,0.62,0.76,0.90,1.03,1.16,1.29,1.41,1.54,1.66,1.78,1.89,2.01,2.13,2.25,,,,,,
15,0.51,0.65,0.79,0.92,1.05,1.18,1.30,1.42,1.54,1.66,1.78,1.90,2.02,2.13,2.25,,,,,
16,0.40,0.53,0.68,0.81,0.94,1.06,1.19,1.31,1.43,1.55,1.67,1.79,1.90,2.02,2.14,2.25,,,,
17,0.28,0.42,0.56,0.70,0.83,0.95,1.08,1.20,1.32,1.44,1.56,1.67,1.79,1.91,2.02,2.13,2.26,,,
18,0.17,0.31,0.45,0.58,0.71,0.83,0.96,1.08,1.20,1.32,1.44,1.55,1.67,1.78,1.90,2.01,2.14,2.39,,
19,0.07,0.20,0.33,0.46,0.58,0.70,0.82,0.94,1.05,1.17,1.28,1.40,1.51,1.63,1.74,1.85,1.97,2.19,2.13,
20,0.00,0.08,0.18,0.28,0.38,0.48,0.58,0.68,0.78,0.88,0.98,1.08,1.18,1.28,1.38,1.48,1.58,1.68,1.78,1.88
