i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,3.20,,,,,,,,,,,,,,,,,,,
2,3.03,3.22,,,,,,,,,,,,,,,,,,
3,2.85,3.05,3.22,,,,,,,,,,,,,,,,,
4,2.68,2.87,3.05,3.21,,,,,,,,,,,,,,,,
5,2.50,2.70,2.87,3.03,3.19,,,,,,,,,,,,,,,
6,2.33,2.52,2.70,2.86,3.01,3.16,,,,,,,,,,,,,,
7,2.15,2.35,2.52,2.68,2.83,2.98,3.12,,,,,,,,,,,,,
8,1.98,2.17,2.35,2.51,2.66,2.81,2.95,3.09,,,,,,,,,,,,
9,1.80,2.00,2.17,2.33,2.48,2.63,2.77,2.91,3.05,,,,,,,,,,,
10,1.62,1.82,2.00,2.16,2.31,2.45,2.60,2.74,2.87,3.01,,,,,,,,,,
11,1.45,1.65,1.82,1.98,2.13,2.28,2.42,2.56,2.70,2.83,2.96,,,,,,,,,
12,1.27,1.47,1.64,1.81,1.96,2.10,2.25,2.38,2.52,2.65,2.79,2.92,,,,,,,,
13,1.10,1.30,1.47,1.63,1.78,1.93,2.07,2.21,2.35,2.48,2.61,2.74,2.87,,,,,,,
14,0.92,1.12,1.29,1.45,1.61,1.75,1.90,2.03,2.17,2.30,2.44,2.57,2.70,2.82,,,,,,
15,0.75,0.94,1.12,1.28,1.43,1.58,1.72,1.86,1.99,2.13,2.26,2.39,2.52,2.65,2.77,,,,,
16,0.57,0.77,0.94,1.10,1.25,1.40,1.54,1.68,1.82,1.95,2.08,2.21,2.34,2.47,2.60,2.72,,,,
17,0.40,0.59,0.77,0.93,1.08,1.22,1.36,1.50,1.64,1.77,1.90,2.03,2.16,2.29,2.41,2.54,2.66,,,
18,0.23,0.42,0.59,0.74,0.89,1.03,1.17,1.31,1.44,1.57,1.70,1.83,1.96,2.08,2.21,2.33,2.46,2.58,,
19,0.09,0.25,0.40,0.54,0.68,0.81,0.94,1.07,1.20,1.32,1.45,1.57,1.69,1.81,1.93,2.05,2.17,2.29,2.41,
20,0.00,0.09,0.19,0.29,0.39,0.49,0.59,0.69,0.79,0.89,0.99,1.09,1.19,1.29,1.39,1.49,1.59,1.69,1.79,1.89
