i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,2.20,,,,,,,,,,,,,,,,,,,
2,2.08,2.23,,,,,,,,,,,,,,,,,,
3,1.96,2.11,2.25,,,,,,,,,,,,,,,,,
4,1.85,1.99,2.14,2.27,,,,,,,,,,,,,,,,
5,1.73,1.87,2.02,2.15,2.29,,,,,,,,,,,,,,,
6,1.61,1.75,1.90,2.03,2.17,2.29,,,,,,,,,,,,,,
7,1.49,1.64,1.78,1.92,2.05,2.18,2.30,,,,,,,,,,,,,
8,1.37,1.52,1.66,1.80,1.93,2.06,2.18,2.31,,,,,,,,,,,,
9,1.25,1.40,1.54,1.68,1.81,1.94,2.06,2.19,2.31,,,,,,,,,,,
10,1.13,1.28,1.42,1.56,1.69,1.82,1.94,2.07,2.19,2.31,,,,,,,,,,
11,1.01,1.16,1.30,1.44,1.57,1.70,1.83,1.95,2.07,2.19,2.31,,,,,,,,,
12,0.89,1.04,1.18,1.32,1.45,1.58,1.71,1.83,1.95,2.07,2.19,2.31,,,,,,,,
13,0.77,0.92,1.07,1.20,1.33,1.46,1.59,1.71,1.83,1.96,2.08,2.19,2.31,,,,,,,
14,0.66,0.80,0.95,1.08,1.21,1.34,1.47,1.59,1.72,1.84,1.96,2.08,2.19,2.31,,,,,,
15,0.54,0.68,0.83,0.96,1.10,1.22,1.35,1.47,1.60,1.72,1.84,1.96,2.07,2.19,2.31,,,,,
16,0.42,0.57,0.71,0.85,0.98,1.11,1.23,1.35,1.48,1.60,1.72,1.84,1.95,2.07,2.19,2.30,,,,
17,0.30,0.45,0.59,0.73,0.86,0.98,1.11,1.23,1.36,1.48,1.60,1.72,1.83,1.95,2.07,2.18,2.30,,,
18,0.18,0.33,0.47,0.60,0.73,0.86,0.99,1.11,1.23,1.35,1.47,1.59,1.70,1.82,1.94,2.05,2.17,2.28,,
19,0.07,0.21,0.34,0.47,0.59,0.72,0.84,0.96,1.07,1.19,1.31,1.42,1.54,1.65,1.77,1.88,1.99,2.10,2.22,
20,0.00,0.09,0.19,0.29,0.39,0.49,0.59,0.69,0.79,0.89,0.99,1.09,1.19,1.29,1.39,1.49,1.59,1.69,1.79,1.89
