i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.05,,,,,,,,,,,,,,,,,,,
2,9.52,10.45,,,,,,,,,,,,,,,,,,
3,8.99,9.91,10.69,,,,,,,,,,,,,,,,,
4,8.46,9.38,10.16,10.92,,,,,,,,,,,,,,,,
5,7.92,8.85,9.63,10.38,11.12,,,,,,,,,,,,,,,
6,7.39,8.32,9.10,9.85,10.59,11.31,,,,,,,,,,,,,,
7,6.86,7.79,8.57,9.32,10.06,10.78,11.49,,,,,,,,,,,,,
8,6.33,7.26,8.04,8.79,9.52,10.25,10.96,11.66,,,,,,,,,,,,
9,5.80,6.72,7.50,8.26,8.99,9.72,10.43,11.13,11.83,,,,,,,,,,,
10,5.27,6.19,6.97,7.73,8.46,9.18,9.89,10.60,11.29,11.98,,,,,,,,,,
11,4.73,5.66,6.44,7.20,7.93,8.65,9.36,10.07,10.76,11.45,12.14,,,,,,,,,
12,4.20,5.13,5.91,6.66,7.40,8.12,8.83,9.53,10.23,10.92,11.61,12.29,,,,,,,,
13,3.67,4.60,5.38,6.13,6.87,7.59,8.30,9.00,9.70,10.39,11.08,11.76,12.44,,,,,,,
14,3.14,4.07,4.85,5.60,6.34,7.06,7.77,8.47,9.17,9.86,10.54,11.23,11.90,12.58,,,,,,
15,2.61,3.54,4.32,5.07,5.80,6.53,7.24,7.94,8.64,9.33,10.01,10.69,11.37,12.05,12.72,,,,,
16,2.08,3.00,3.78,4.54,5.27,5.99,6.71,7.41,8.11,8.80,9.48,10.16,10.84,11.52,12.19,12.86,,,,
17,1.55,2.47,3.25,4.01,4.74,5.46,6.17,6.88,7.57,8.26,8.95,9.63,10.31,10.98,11.66,12.32,12.99,,,
18,1.02,1.94,2.72,3.47,4.20,4.93,5.64,6.34,7.03,7.72,8.41,9.09,9.77,10.44,11.11,11.78,12.45,13.11,,
19,0.47,1.38,2.15,2.89,3.61,4.33,5.03,5.72,6.41,7.09,7.77,8.45,9.12,9.79,10.46,11.12,11.78,12.44,13.10,
20,0.00,0.69,1.29,1.89,2.49,3.09,3.69,4.29,4.89,5.49,6.09,6.69,7.29,7.89,8.49,9.09,9.69,10.29,10.89,11.49
