i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.85,,,,,,,,,,,,,,,,,,,
2,10.29,11.38,,,,,,,,,,,,,,,,,,
3,9.72,10.81,11.50,,,,,,,,,,,,,,,,,
4,9.16,10.25,10.94,11.60,,,,,,,,,,,,,,,,
5,8.59,9.69,10.37,11.04,11.68,,,,,,,,,,,,,,,
6,8.03,9.12,9.81,10.47,11.12,11.75,,,,,,,,,,,,,,
7,7.47,8.56,9.25,9.91,10.56,11.19,11.81,,,,,,,,,,,,,
8,6.90,7.99,8.68,9.35,9.99,10.63,11.25,11.86,,,,,,,,,,,,
9,6.34,7.43,8.12,8.78,9.43,10.06,10.68,11.30,11.91,,,,,,,,,,,
10,5.77,6.87,7.55,8.22,8.86,9.50,10.12,10.74,11.34,11.94,,,,,,,,,,
11,5.21,6.30,6.99,7.65,8.30,8.93,9.56,10.17,10.78,11.38,11.98,,,,,,,,,
12,4.65,5.74,6.43,7.09,7.74,8.37,8.99,9.61,10.22,10.82,11.41,12.01,,,,,,,,
13,4.08,5.17,5.86,6.53,7.17,7.81,8.43,9.04,9.65,10.25,10.85,11.44,12.03,,,,,,,
14,3.52,4.61,5.30,5.96,6.61,7.24,7.87,8.48,9.09,9.69,10.29,10.88,11.47,12.05,,,,,,
15,2.95,4.05,4.73,5.40,6.04,6.68,7.30,7.92,8.52,9.13,9.72,10.31,10.90,11.49,12.07,,,,,
16,2.39,3.48,4.17,4.83,5.48,6.11,6.74,7.35,7.96,8.56,9.16,9.75,10.34,10.92,11.51,12.09,,,,
17,1.83,2.92,3.60,4.27,4.91,5.55,6.17,6.78,7.39,7.99,8.59,9.18,9.77,10.36,10.94,11.52,12.09,,,
18,1.27,2.35,3.03,3.69,4.34,4.97,5.59,6.20,6.81,7.41,8.00,8.60,9.18,9.77,10.35,10.93,11.50,12.08,,
19,0.67,1.74,2.40,3.04,3.66,4.28,4.89,5.49,6.08,6.67,7.26,7.84,8.42,9.00,9.57,10.14,10.71,11.28,11.84,
20,0.00,0.88,1.38,1.88,2.38,2.88,3.38,3.88,4.38,4.88,5.38,5.88,6.38,6.88,7.38,7.88,8.38,8.88,9.38,9.88
