i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.77,,,,,,,,,,,,,,,,,,,
2,10.21,11.17,,,,,,,,,,,,,,,,,,
3,9.64,10.60,11.30,,,,,,,,,,,,,,,,,
4,9.08,10.04,10.74,11.41,,,,,,,,,,,,,,,,
5,8.52,9.47,10.17,10.84,11.49,,,,,,,,,,,,,,,
6,7.95,8.91,9.61,10.28,10.93,11.57,,,,,,,,,,,,,,
7,7.39,8.35,9.04,9.71,10.37,11.00,11.63,,,,,,,,,,,,,
8,6.82,7.78,8.48,9.15,9.80,10.44,11.07,11.69,,,,,,,,,,,,
9,6.26,7.22,7.92,8.59,9.24,9.88,10.50,11.12,11.73,,,,,,,,,,,
10,5.70,6.66,7.35,8.02,8.67,9.31,9.94,10.56,11.17,11.77,,,,,,,,,,
11,5.13,6.09,6.79,7.46,8.11,8.75,9.38,9.99,10.60,11.21,11.81,,,,,,,,,
12,4.57,5.53,6.22,6.89,7.55,8.19,8.81,9.43,10.04,10.64,11.24,11.84,,,,,,,,
13,4.00,4.96,5.66,6.33,6.98,7.62,8.25,8.87,9.48,10.08,10.68,11.27,11.86,,,,,,,
14,3.44,4.40,5.10,5.77,6.42,7.06,7.68,8.30,8.91,9.52,10.12,10.71,11.30,11.89,,,,,,
15,2.88,3.84,4.53,5.20,5.86,6.49,7.12,7.74,8.35,8.95,9.55,10.15,10.74,11.32,11.91,,,,,
16,2.31,3.27,3.97,4.64,5.29,5.93,6.56,7.17,7.78,8.39,8.99,9.58,10.17,10.76,11.34,11.92,,,,
17,1.75,2.71,3.40,4.07,4.72,5.36,5.99,6.61,7.22,7.82,8.42,9.01,9.60,10.19,10.77,11.35,11.93,,,
18,1.19,2.14,2.83,3.50,4.15,4.78,5.41,6.03,6.63,7.24,7.83,8.43,9.02,9.60,10.19,10.76,11.34,11.92,,
19,0.58,1.53,2.20,2.85,3.48,4.10,4.71,5.32,5.91,6.51,7.09,7.68,8.26,8.84,9.41,9.98,10.55,11.12,11.69,
20,0.00,0.74,1.24,1.74,2.24,2.74,3.24,3.74,4.24,4.74,5.24,5.74,6.24,6.74,7.24,7.74,8.24,8.74,9.24,9.74
