i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,9.96,,,,,,,,,,,,,,,,,,,
2,9.43,10.25,,,,,,,,,,,,,,,,,,
3,8.90,9.72,10.41,,,,,,,,,,,,,,,,,
4,8.37,9.19,9.88,10.54,,,,,,,,,,,,,,,,
5,7.84,8.66,9.35,10.01,10.65,,,,,,,,,,,,,,,
6,7.31,8.13,8.82,9.48,10.12,10.75,,,,,,,,,,,,,,
7,6.78,7.60,8.29,8.95,9.59,10.22,10.84,,,,,,,,,,,,,
8,6.25,7.07,7.76,8.42,9.06,9.69,10.31,10.92,,,,,,,,,,,,
9,5.72,6.54,7.23,7.89,8.54,9.17,9.78,10.39,11.00,,,,,,,,,,,
10,5.19,6.01,6.70,7.36,8.01,8.64,9.25,9.86,10.47,11.06,,,,,,,,,,
11,4.66,5.48,6.17,6.83,7.48,8.11,8.72,9.33,9.94,10.53,11.13,,,,,,,,,
12,4.13,4.95,5.64,6.30,6.95,7.58,8.19,8.81,9.41,10.00,10.60,11.18,,,,,,,,
13,3.60,4.42,5.11,5.77,6.42,7.05,7.67,8.28,8.88,9.48,10.07,10.65,11.24,,,,,,,
14,3.07,3.89,4.58,5.24,5.89,6.52,7.14,7.75,8.35,8.95,9.54,10.12,10.71,11.29,,,,,,
15,2.54,3.36,4.05,4.71,5.36,5.99,6.61,7.22,7.82,8.42,9.01,9.59,10.18,10.76,11.33,,,,,
16,2.01,2.83,3.52,4.18,4.83,5.46,6.08,6.69,7.29,7.89,8.48,9.06,9.65,10.23,10.80,11.38,,,,
17,1.48,2.30,2.99,3.65,4.30,4.93,5.54,6.15,6.76,7.35,7.95,8.53,9.12,9.70,10.27,10.85,11.42,,,
18,0.95,1.77,2.46,3.12,3.76,4.39,5.00,5.61,6.21,6.81,7.40,7.99,8.57,9.15,9.72,10.30,10.87,11.44,,
19,0.43,1.21,1.88,2.52,3.15,3.76,4.37,4.96,5.56,6.14,6.72,7.30,7.88,8.45,9.02,9.58,10.15,10.71,11.27,
20,0.00,0.56,1.06,1.56,2.06,2.56,3.06,3.56,4.06,4.56,5.06,5.56,6.06,6.56,7.06,7.56,8.06,8.56,9.06,9.56
