i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.89,,,,,,,,,,,,,,,,,,,
2,10.33,11.51,,,,,,,,,,,,,,,,,,
3,9.77,10.95,11.63,,,,,,,,,,,,,,,,,
4,9.20,10.38,11.07,11.73,,,,,,,,,,,,,,,,
5,8.64,9.82,10.50,11.16,11.81,,,,,,,,,,,,,,,
6,8.07,9.25,9.94,10.60,11.24,11.87,,,,,,,,,,,,,,
7,7.51,8.69,9.37,10.03,10.68,11.31,11.93,,,,,,,,,,,,,
8,6.95,8.13,8.81,9.47,10.11,10.74,11.37,11.98,,,,,,,,,,,,
9,6.38,7.56,8.25,8.91,9.55,10.18,10.80,11.41,12.02,,,,,,,,,,,
10,5.82,7.00,7.68,8.34,8.99,9.62,10.24,10.85,11.46,12.06,,,,,,,,,,
11,5.25,6.44,7.12,7.78,8.42,9.05,9.67,10.29,10.89,11.49,12.09,,,,,,,,,
12,4.69,5.87,6.56,7.22,7.86,8.49,9.11,9.72,10.33,10.93,11.52,12.12,,,,,,,,
13,4.13,5.31,5.99,6.65,7.29,7.92,8.55,9.16,9.76,10.36,10.96,11.55,12.14,,,,,,,
14,3.56,4.74,5.43,6.09,6.73,7.36,7.98,8.59,9.20,9.80,10.40,10.99,11.58,12.16,,,,,,
15,3.00,4.18,4.86,5.52,6.17,6.80,7.42,8.03,8.64,9.24,9.83,10.42,11.01,11.60,12.18,,,,,
16,2.43,3.62,4.30,4.96,5.60,6.23,6.85,7.47,8.07,8.67,9.27,9.86,10.45,11.03,11.61,12.19,,,,
17,1.87,3.05,3.73,4.39,5.04,5.67,6.29,6.90,7.51,8.11,8.70,9.29,9.88,10.46,11.05,11.62,12.20,,,
18,1.31,2.48,3.16,3.82,4.46,5.09,5.71,6.32,6.92,7.52,8.12,8.71,9.29,9.88,10.46,11.03,11.61,12.18,,
19,0.73,1.87,2.52,3.16,3.78,4.40,5.00,5.60,6.19,6.78,7.37,7.95,8.53,9.10,9.68,10.25,10.82,11.38,11.95,
20,0.00,0.97,1.47,1.97,2.47,2.97,3.47,3.97,4.47,4.97,5.47,5.97,6.47,6.97,7.47,7.97,8.47,8.97,9.47,9.97
