i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.96,,,,,,,,,,,,,,,,,,
2,0.96,2.08,,,,,,,,,,,,,,,,,
3,0.96,2.08,3.04,,,,,,,,,,,,,,,,
4,0.96,2.08,3.04,4.05,,,,,,,,,,,,,,,
5,0.96,2.08,3.04,4.05,5.08,,,,,,,,,,,,,,
6,0.96,2.08,3.04,4.05,5.08,6.11,,,,,,,,,,,,,
7,0.96,2.08,3.04,4.05,5.08,6.11,7.15,,,,,,,,,,,,
8,0.96,2.08,3.04,4.05,5.08,6.11,7.15,8.18,,,,,,,,,,,
9,0.96,2.08,3.04,4.05,5.08,6.11,7.15,8.18,9.21,,,,,,,,,,
10,0.96,2.08,3.04,4.05,5.08,6.11,7.15,8.18,9.21,10.25,,,,,,,,,
11,0.96,2.08,3.04,4.05,5.08,6.11,7.15,8.18,9.21,10.25,11.28,,,,,,,,
12,0.96,2.08,3.04,4.05,5.08,6.11,7.15,8.18,9.21,10.25,11.28,12.31,,,,,,,
13,0.96,2.08,3.04,4.05,5.08,6.11,7.15,8.18,9.21,10.25,11.28,12.31,13.33,,,,,,
14,0.96,2.08,3.04,4.05,5.08,6.11,7.15,8.18,9.21,10.25,11.28,12.31,13.33,14.36,,,,,
15,0.96,2.08,3.04,4.05,5.08,6.11,7.15,8.18,9.21,10.25,11.28,12.31,13.33,14.36,15.39,,,,
16,0.96,2.08,3.04,4.05,5.08,6.11,7.14,8.18,9.21,10.24,11.27,12.30,13.33,14.36,15.38,16.41,,,
17,0.96,2.08,3.03,4.04,5.07,6.10,7.13,8.17,9.20,10.23,11.26,12.29,13.32,14.34,15.37,16.39,17.42,,
18,0.90,1.97,2.95,3.96,4.98,6.00,7.03,8.06,9.09,10.11,11.14,12.17,13.19,14.21,15.24,16.26,17.28,18.30,
19,0.64,1.53,2.45,3.40,4.37,5.35,6.34,7.33,8.32,9.32,10.31,11.31,12.31,13.31,14.31,15.31,16.31,17.31,18.31
