i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.24,,,,,,,,,,,,,,,,,,
2,1.24,2.29,,,,,,,,,,,,,,,,,
3,1.24,2.29,3.32,,,,,,,,,,,,,,,,
4,1.24,2.29,3.32,4.35,,,,,,,,,,,,,,,
5,1.24,2.29,3.32,4.35,5.39,,,,,,,,,,,,,,
6,1.24,2.29,3.32,4.35,5.39,6.43,,,,,,,,,,,,,
7,1.24,2.29,3.32,4.35,5.39,6.43,7.47,,,,,,,,,,,,
8,1.24,2.29,3.32,4.35,5.39,6.43,7.47,8.50,,,,,,,,,,,
9,1.24,2.29,3.32,4.35,5.39,6.43,7.47,8.50,9.54,,,,,,,,,,
10,1.24,2.29,3.32,4.35,5.39,6.43,7.47,8.50,9.54,10.57,,,,,,,,,
11,1.24,2.29,3.32,4.35,5.39,6.43,7.47,8.50,9.54,10.57,11.60,,,,,,,,
12,1.24,2.29,3.32,4.35,5.39,6.43,7.47,8.50,9.54,10.57,11.60,12.63,,,,,,,
13,1.24,2.29,3.32,4.35,5.39,6.43,7.47,8.50,9.54,10.57,11.60,12.63,13.65,,,,,,
14,1.24,2.29,3.32,4.35,5.39,6.43,7.47,8.50,9.54,10.57,11.60,12.63,13.65,14.68,,,,,
15,1.24,2.29,3.32,4.35,5.39,6.43,7.47,8.50,9.54,10.57,11.60,12.63,13.65,14.68,15.70,,,,
16,1.24,2.29,3.31,4.35,5.39,6.43,7.47,8.50,9.53,10.56,11.59,12.62,13.65,14.68,15.70,16.72,,,
17,1.24,2.28,3.31,4.34,5.38,6.42,7.46,8.49,9.52,10.55,11.58,12.61,13.64,14.66,15.69,16.71,17.73,,
18,1.17,2.22,3.23,4.26,5.29,6.32,7.35,8.38,9.41,10.44,11.46,12.49,13.51,14.53,15.55,16.58,17.60,18.61,
19,0.81,1.76,2.72,3.69,4.67,5.66,6.65,7.64,8.64,9.63,10.63,11.63,12.63,13.63,14.62,15.62,16.62,17.62,18.62
