i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.40,,,,,,,,,,,,,,,,,,
2,1.40,2.79,,,,,,,,,,,,,,,,,
3,1.40,2.79,4.00,,,,,,,,,,,,,,,,
4,1.40,2.79,4.00,5.23,,,,,,,,,,,,,,,
5,1.40,2.79,4.00,5.23,6.44,,,,,,,,,,,,,,
6,1.40,2.79,4.00,5.23,6.44,7.64,,,,,,,,,,,,,
7,1.40,2.79,4.00,5.23,6.44,7.64,8.82,,,,,,,,,,,,
8,1.40,2.79,4.00,5.23,6.44,7.64,8.82,10.00,,,,,,,,,,,
9,1.40,2.79,4.00,5.23,6.44,7.64,8.82,10.00,11.16,,,,,,,,,,
10,1.40,2.79,4.00,5.23,6.44,7.64,8.82,10.00,11.16,12.31,,,,,,,,,
11,1.40,2.79,4.00,5.23,6.44,7.64,8.82,10.00,11.16,12.31,13.45,,,,,,,,
12,1.40,2.79,4.00,5.23,6.44,7.64,8.82,10.00,11.16,12.31,13.45,14.59,,,,,,,
13,1.40,2.79,4.00,5.23,6.44,7.64,8.82,10.00,11.16,12.31,13.45,14.59,15.72,,,,,,
14,1.40,2.79,4.00,5.23,6.44,7.64,8.82,10.00,11.16,12.31,13.45,14.59,15.72,16.85,,,,,
15,1.40,2.79,4.00,5.23,6.44,7.64,8.82,10.00,11.16,12.31,13.45,14.59,15.72,16.85,17.97,,,,
16,1.40,2.79,4.00,5.23,6.44,7.64,8.82,10.00,11.16,12.31,13.45,14.59,15.72,16.85,17.97,19.08,,,
17,1.40,2.79,4.00,5.22,6.44,7.64,8.82,9.99,11.15,12.31,13.45,14.59,15.72,16.84,17.96,19.08,20.19,,
18,1.38,2.77,3.98,5.20,6.41,7.61,8.79,9.96,11.12,12.27,13.41,14.55,15.68,16.80,17.92,19.04,20.15,21.25,
19,1.09,2.29,3.49,4.69,5.87,7.04,8.20,9.34,10.48,11.61,12.73,13.85,14.96,16.07,17.17,18.27,19.36,20.46,21.55
