i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.58,,,,,,,,,,,,,,,,,,
2,0.58,1.35,,,,,,,,,,,,,,,,,
3,0.58,1.35,2.22,,,,,,,,,,,,,,,,
4,0.58,1.35,2.22,3.04,,,,,,,,,,,,,,,
5,0.58,1.35,2.22,3.04,3.90,,,,,,,,,,,,,,
6,0.58,1.35,2.22,3.04,3.90,4.78,,,,,,,,,,,,,
7,0.58,1.35,2.22,3.04,3.90,4.78,5.68,,,,,,,,,,,,
8,0.58,1.35,2.22,3.04,3.90,4.78,5.68,6.58,,,,,,,,,,,
9,0.58,1.35,2.22,3.04,3.90,4.78,5.68,6.58,7.49,,,,,,,,,,
10,0.58,1.35,2.22,3.04,3.90,4.78,5.68,6.58,7.49,8.40,,,,,,,,,
11,0.58,1.35,2.22,3.04,3.90,4.78,5.68,6.58,7.49,8.40,9.32,,,,,,,,
12,0.58,1.35,2.22,3.04,3.90,4.78,5.68,6.58,7.49,8.40,9.32,10.25,,,,,,,
13,0.58,1.35,2.22,3.04,3.90,4.78,5.68,6.58,7.49,8.40,9.32,10.25,11.18,,,,,,
14,0.58,1.35,2.22,3.04,3.90,4.78,5.68,6.58,7.49,8.40,9.32,10.25,11.18,12.11,,,,,
15,0.58,1.35,2.22,3.04,3.90,4.78,5.67,6.58,7.49,8.40,9.32,10.25,11.17,12.10,13.04,,,,
16,0.58,1.34,2.21,3.03,3.90,4.78,5.67,6.57,7.48,8.39,9.31,10.24,11.17,12.09,13.03,13.96,,,
17,0.55,1.32,2.19,3.01,3.87,4.74,5.63,6.53,7.44,8.36,9.27,10.20,11.12,12.05,12.98,13.92,14.85,,
18,0.47,1.23,2.09,2.88,3.73,4.59,5.47,6.36,7.26,8.17,9.08,9.99,10.91,11.84,12.76,13.69,14.62,15.55,
19,0.31,0.94,1.66,2.41,3.20,4.01,4.84,5.69,6.55,7.41,8.29,9.17,10.06,10.95,11.84,12.74,13.65,14.56,15.47
