i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,8.86,,,,,,,,,,,,,,,,,,,
2,8.39,9.07,,,,,,,,,,,,,,,,,,
3,7.93,8.60,9.07,,,,,,,,,,,,,,,,,
4,7.46,8.13,8.61,9.06,,,,,,,,,,,,,,,,
5,6.99,7.67,8.14,8.60,9.03,,,,,,,,,,,,,,,
6,6.53,7.20,7.67,8.13,8.57,8.99,,,,,,,,,,,,,,
7,6.06,6.73,7.21,7.66,8.10,8.53,8.94,,,,,,,,,,,,,
8,5.59,6.27,6.74,7.19,7.63,8.06,8.48,8.89,,,,,,,,,,,,
9,5.13,5.80,6.27,6.73,7.17,7.59,8.01,8.42,8.82,,,,,,,,,,,
10,4.66,5.33,5.80,6.26,6.70,7.13,7.54,7.95,8.35,8.75,,,,,,,,,,
11,4.19,4.87,5.34,5.79,6.23,6.66,7.08,7.49,7.89,8.28,8.68,,,,,,,,,
12,3.72,4.40,4.87,5.33,5.77,6.19,6.61,7.02,7.42,7.82,8.21,8.60,,,,,,,,
13,3.26,3.93,4.40,4.86,5.30,5.73,6.14,6.55,6.95,7.35,7.74,8.13,8.51,,,,,,,
14,2.79,3.46,3.94,4.39,4.83,5.26,5.68,6.08,6.49,6.88,7.27,7.66,8.05,8.43,,,,,,
15,2.32,3.00,3.47,3.93,4.36,4.79,5.21,5.62,6.02,6.42,6.81,7.19,7.58,7.96,8.34,,,,,
16,1.86,2.53,3.00,3.46,3.90,4.32,4.74,5.15,5.55,5.95,6.34,6.73,7.11,7.49,7.87,8.24,,,,
17,1.39,2.06,2.53,2.98,3.42,3.85,4.26,4.67,5.07,5.47,5.86,6.25,6.63,7.01,7.39,7.76,8.13,,,
18,0.92,1.59,2.05,2.49,2.93,3.35,3.76,4.16,4.56,4.95,5.34,5.73,6.11,6.49,6.86,7.23,7.60,7.97,,
19,0.42,1.06,1.50,1.92,2.33,2.73,3.12,3.51,3.89,4.27,4.64,5.01,5.38,5.75,6.11,6.47,6.83,7.19,7.55,
20,0.00,0.48,0.78,1.08,1.38,1.68,1.98,2.28,2.58,2.88,3.18,3.48,3.78,4.08,4.38,4.68,4.98,5.28,5.58,5.88
