i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.98,,,,,,,,,,,,,,,,,,
2,0.98,1.78,,,,,,,,,,,,,,,,,
3,0.98,1.78,2.64,,,,,,,,,,,,,,,,
4,0.98,1.78,2.64,3.54,,,,,,,,,,,,,,,
5,0.98,1.78,2.64,3.54,4.45,,,,,,,,,,,,,,
6,0.98,1.78,2.64,3.54,4.45,5.36,,,,,,,,,,,,,
7,0.98,1.78,2.64,3.54,4.45,5.36,6.27,,,,,,,,,,,,
8,0.98,1.78,2.64,3.54,4.45,5.36,6.27,7.19,,,,,,,,,,,
9,0.98,1.78,2.64,3.54,4.45,5.36,6.27,7.19,8.11,,,,,,,,,,
10,0.98,1.78,2.64,3.54,4.45,5.36,6.27,7.19,8.11,9.04,,,,,,,,,
11,0.98,1.78,2.64,3.54,4.45,5.36,6.27,7.19,8.11,9.04,9.96,,,,,,,,
12,0.98,1.78,2.64,3.54,4.45,5.36,6.27,7.19,8.11,9.04,9.96,10.90,,,,,,,
13,0.98,1.78,2.64,3.54,4.45,5.36,6.27,7.19,8.11,9.04,9.96,10.90,11.83,,,,,,
14,0.98,1.78,2.64,3.54,4.45,5.36,6.27,7.19,8.11,9.04,9.96,10.90,11.83,12.76,,,,,
15,0.98,1.78,2.64,3.54,4.45,5.36,6.27,7.19,8.11,9.03,9.96,10.89,11.83,12.76,13.70,,,,
16,0.98,1.78,2.64,3.54,4.44,5.35,6.26,7.18,8.10,9.03,9.95,10.89,11.82,12.75,13.69,14.63,,,
17,0.96,1.76,2.61,3.51,4.41,5.32,6.23,7.15,8.07,8.99,9.92,10.85,11.78,12.71,13.65,14.59,15.53,,
18,0.89,1.66,2.49,3.38,4.27,5.17,6.08,6.98,7.90,8.82,9.74,10.66,11.59,12.52,13.45,14.38,15.32,16.25,
19,0.55,1.30,2.08,2.90,3.73,4.58,5.44,6.31,7.18,8.07,8.96,9.85,10.75,11.65,12.56,13.47,14.38,15.29,16.21
